episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
1315.0,1315.0,1315.0,10000.0,0,1,104000,False,10,26,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-06-34,1618139194,19.41957950592041,535.8015027046204,792,24fef9483094,172.28.0.2,535.8015027046204,0,26,aa3c4_00000,[1315.0],[10000],9186.278,435.432,11474.056,348.613,2.841,104000,104000,57.19642857142858,27.0,0.0,0.2,5e-05,7.621791139245033,-0.03524906310485676,7.654037684202194,0.6748135,0.015012437186669558,0.4851331524550915,0.0
1315.0,1315.0,1315.0,10000.0,0,1,108000,False,10,27,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-06-53,1618139213,19.38772225379944,555.1892249584198,792,24fef9483094,172.28.0.2,555.1892249584198,0,27,aa3c4_00000,[1315.0],[10000],9105.345,439.302,11481.134,348.398,2.8,108000,108000,57.85185185185184,27.0,0.0,0.2,5e-05,8.18296992778778,-0.04282326711108908,8.2230916172266,0.54933184,0.013507915893569589,0.474246246740222,0.0
1063.0,1063.0,1063.0,10000.0,1,1,112000,False,11,28,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-07-15,1618139235,21.937991619110107,577.1272165775299,792,24fef9483094,172.28.0.2,577.1272165775299,0,28,aa3c4_00000,[1063.0],[10000],9127.268,438.247,11511.344,347.483,2.803,112000,112000,57.751612903225805,27.04193548387097,0.0,0.2,5e-05,8.714774489402771,-0.04572295187972486,8.75636138021946,0.41850263,0.020680447487393394,0.3648273404687643,0.0
1063.0,1063.0,1063.0,10000.0,0,1,116000,False,11,29,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-07-37,1618139257,22.294084310531616,599.4213008880615,792,24fef9483094,172.28.0.2,599.4213008880615,0,29,aa3c4_00000,[1063.0],[10000],9200.931,434.739,11510.956,347.495,2.833,116000,116000,57.21875,27.1,0.0,0.30000000000000004,5e-05,5.954844519495964,-0.034838561434298754,5.986449837684631,0.29774553,0.01077764219371602,0.33175974804908037,0.0
1727.0,1727.0,1727.0,10000.0,1,1,120000,False,12,30,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-08-00,1618139280,22.244895696640015,621.6661965847015,792,24fef9483094,172.28.0.2,621.6661965847015,0,30,aa3c4_00000,[1727.0],[10000],9177.052,435.87,11524.431,347.089,2.818,120000,120000,57.134375000000006,27.096875,0.0,0.30000000000000004,5e-05,6.566794604063034,-0.03851055266568437,6.601745292544365,0.31486422,0.011866437445860356,0.318274955265224,0.0
1727.0,1727.0,1727.0,10000.0,0,1,124000,False,12,31,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-08-21,1618139301,21.72950792312622,643.3957045078278,792,24fef9483094,172.28.0.2,643.3957045078278,0,31,aa3c4_00000,[1727.0],[10000],9218.088,433.929,11525.328,347.062,2.863,124000,124000,57.21290322580645,27.045161290322586,0.0,0.30000000000000004,5e-05,6.751464679837227,-0.042210599582176656,6.7885672599077225,0.33862242,0.017026806715875864,0.3268176754936576,0.0
1727.0,1727.0,1727.0,10000.0,0,1,128000,False,12,32,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-08-43,1618139323,21.907596588134766,665.3033010959625,792,24fef9483094,172.28.0.2,665.3033010959625,0,32,aa3c4_00000,[1727.0],[10000],9415.793,424.818,11531.307,346.882,2.845,128000,128000,57.42258064516128,27.080645161290327,0.0,0.30000000000000004,5e-05,8.186001643538475,-0.044609817676246166,8.227109894156456,0.37354285,0.011671897213091142,0.3420977797359228,0.0
1611.0,1611.0,1611.0,10000.0,1,1,132000,False,13,33,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-09-04,1618139344,20.756345510482788,686.0596466064453,792,24fef9483094,172.28.0.2,686.0596466064453,0,33,aa3c4_00000,[1611.0],[10000],9351.442,427.742,11530.738,346.899,2.898,132000,132000,57.03,27.10000000000001,0.0,0.30000000000000004,5e-05,10.305805936455727,-0.03374401599285193,10.336255058646202,0.50041157,0.010983151936670765,0.3527673752978444,0.0
1611.0,1611.0,1611.0,10000.0,0,1,136000,False,13,34,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-09-25,1618139365,20.658863067626953,706.7185096740723,792,24fef9483094,172.28.0.2,706.7185096740723,0,34,aa3c4_00000,[1611.0],[10000],9446.279,423.447,11525.879,347.045,2.92,136000,136000,56.80666666666666,27.10000000000001,0.0,0.30000000000000004,5e-05,10.296225488185883,-0.05125696535105817,10.342587485909462,0.4919479,0.01631715211260598,0.3593585882335901,0.0
1332.0,1332.0,1332.0,10000.0,1,1,140000,False,14,35,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-09-45,1618139385,20.463102340698242,727.1816120147705,792,24fef9483094,172.28.0.2,727.1816120147705,0,35,aa3c4_00000,[1332.0],[10000],9555.898,418.59,11514.196,347.397,2.963,140000,140000,57.15172413793102,27.10000000000001,0.0,0.30000000000000004,5e-05,10.099576100707054,-0.03374001116026193,10.129941418766975,0.59686095,0.01124850832275115,0.4076880654320121,0.0
